"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2025-07-16 02:15:04","1039983186","ADAUSDC","Stop-Limit","BUY","0.7435","261.5ADA","2025-07-16 02:19:51","0ADA","0","0USDC","CANCELED"
"2025-07-16 02:12:34","1039980649","ADAUSDC","Stop-Limit","BUY","0.7433","201.2ADA","2025-07-16 02:15:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 02:10:04","1039977672","ADAUSDC","Stop-Limit","BUY","0.7433","205.7ADA","2025-07-16 02:11:01","205.7ADA","0.7433","152.89681USDC","FILLED"
"2025-07-16 02:05:03","1039969414","ADAUSDC","Stop-Limit","BUY","0.7472","157.4ADA","2025-07-16 02:10:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 02:04:53","1039968584","ADAUSDC","Stop-Limit","BUY","0.7479","121ADA","2025-07-16 02:05:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 02:03:31","1039965257","ADAUSDC","Stop-Limit","BUY","0.7479","121ADA","2025-07-16 02:04:51","0ADA","0","0USDC","CANCELED"
"2025-07-16 01:55:04","1039950729","ADAUSDC","Stop-Limit","BUY","0.7491","92.9ADA","2025-07-16 02:03:28","0ADA","0","0USDC","CANCELED"
"2025-07-16 01:25:04","1039915667","ADAUSDC","Stop-Limit","BUY","0.7502","92.8ADA","2025-07-16 01:30:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 01:05:04","1039886764","ADAUSDC","Stop-Limit","SELL","0.7493","268ADA","2025-07-16 01:10:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 01:00:04","1039879649","ADAUSDC","Stop-Limit","SELL","0.7486","206.1ADA","2025-07-16 01:05:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 00:50:04","1039866943","ADAUSDC","Stop-Limit","SELL","0.7475","121.9ADA","2025-07-16 00:55:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 00:45:04","1039857758","ADAUSDC","Stop-Limit","SELL","0.7472","93.8ADA","2025-07-16 00:50:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 00:25:04","1039825897","ADAUSDC","Stop-Limit","BUY","0.746","121.3ADA","2025-07-16 00:30:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 00:20:04","1039818323","ADAUSDC","Stop-Limit","BUY","0.7461","93.3ADA","2025-07-16 00:25:03","0ADA","0","0USDC","CANCELED"
"2025-07-16 00:00:04","1039782042","ADAUSDC","Stop-Limit","SELL","0.7465","94.7ADA","2025-07-16 00:00:17","94.7ADA","0.7465","70.69355USDC","FILLED"
"2025-07-15 23:53:06","1033869846","USDCUSDT","Limit","BUY","0.9999","6888USDC","2025-07-15 23:53:06","6888USDC","0.9999","6887.3112USDT","FILLED"
"2025-07-15 23:52:50","1033869572","USDCUSDT","Limit","BUY","0.9998","6888USDC","2025-07-15 23:52:57","0USDC","0","0USDT","CANCELED"
"2025-07-15 23:40:04","7308594571","ADAUSDT","Stop-Limit","BUY","0.7477","93ADA","2025-07-15 23:43:57","93ADA","0.7477","69.5361USDT","FILLED"
"2025-07-15 16:20:04","7306269202","ADAUSDT","Stop-Limit","SELL","0.7246","1293.9ADA","2025-07-15 16:25:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 16:15:04","7306229743","ADAUSDT","Stop-Limit","SELL","0.7281","1113.3ADA","2025-07-15 16:16:03","1113.3ADA","0.7281","810.59373USDT","FILLED"
"2025-07-15 16:10:04","7306196186","ADAUSDT","Stop-Limit","SELL","0.7274","856.4ADA","2025-07-15 16:15:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 16:05:04","7306164315","ADAUSDT","Stop-Limit","SELL","0.7231","658.8ADA","2025-07-15 16:10:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 16:00:04","7306136570","ADAUSDT","Stop-Limit","SELL","0.7235","404.8ADA","2025-07-15 16:02:03","404.8ADA","0.7235","292.8728USDT","FILLED"
"2025-07-15 15:55:04","7306115338","ADAUSDT","Stop-Limit","SELL","0.7235","404.8ADA","2025-07-15 16:00:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 15:50:04","7306086658","ADAUSDT","Stop-Limit","SELL","0.7231","311.4ADA","2025-07-15 15:55:02","0ADA","0","0USDT","CANCELED"
"2025-07-15 15:45:04","7306048483","ADAUSDT","Stop-Limit","SELL","0.7195","239.5ADA","2025-07-15 15:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 15:40:04","7306000328","ADAUSDT","Stop-Limit","SELL","0.7192","184.2ADA","2025-07-15 15:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 15:35:04","7305973666","ADAUSDT","Stop-Limit","SELL","0.7174","141.7ADA","2025-07-15 15:40:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 15:30:04","7305932551","ADAUSDT","Stop-Limit","SELL","0.7164","109ADA","2025-07-15 15:35:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 15:10:04","7305807062","ADAUSDT","Stop-Limit","BUY","0.7198","544.5ADA","2025-07-15 15:12:28","544.5ADA","0.7198","391.9311USDT","FILLED"
"2025-07-15 15:05:04","7305763281","ADAUSDT","Stop-Limit","BUY","0.7167","420.6ADA","2025-07-15 15:10:02","0ADA","0","0USDT","CANCELED"
"2025-07-15 15:00:04","7305691335","ADAUSDT","Stop-Limit","BUY","0.7178","323.1ADA","2025-07-15 15:05:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 14:55:04","7305618616","ADAUSDT","Stop-Limit","BUY","0.7233","246.6ADA","2025-07-15 15:00:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 14:50:04","7305543902","ADAUSDT","Stop-Limit","BUY","0.7229","194.1ADA","2025-07-15 14:50:26","194.1ADA","0.7229","140.31489USDT","FILLED"
"2025-07-15 14:45:04","7305489423","ADAUSDT","Stop-Limit","BUY","0.7256","148.7ADA","2025-07-15 14:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 14:40:04","7305429933","ADAUSDT","Stop-Limit","BUY","0.7297","113.7ADA","2025-07-15 14:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 14:35:04","7305374311","ADAUSDT","Stop-Limit","BUY","0.7299","87.5ADA","2025-07-15 14:40:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 13:40:04","7304922414","ADAUSDT","Stop-Limit","BUY","0.7359","86.7ADA","2025-07-15 13:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 13:20:04","7304729926","ADAUSDT","Stop-Limit","SELL","0.7342","133.8ADA","2025-07-15 13:22:36","133.8ADA","0.7342","98.23596USDT","FILLED"
"2025-07-15 13:15:04","7304686214","ADAUSDT","Stop-Limit","SELL","0.7369","104ADA","2025-07-15 13:17:31","104ADA","0.7369","76.6376USDT","FILLED"
"2025-07-15 12:25:03","7304103595","ADAUSDT","Stop-Limit","BUY","0.7252","86.5ADA","2025-07-15 12:29:59","86.5ADA","0.7252","62.7298USDT","FILLED"
"2025-07-15 12:05:03","7303998542","ADAUSDT","Stop-Limit","SELL","0.7257","135.8ADA","2025-07-15 12:09:16","135.8ADA","0.7257","98.55006USDT","FILLED"
"2025-07-15 12:00:05","7303964742","ADAUSDT","Stop-Limit","SELL","0.7261","105.5ADA","2025-07-15 12:01:59","105.5ADA","0.7261","76.60355USDT","FILLED"
"2025-07-15 11:40:04","7303879505","ADAUSDT","Stop-Limit","BUY","0.7273","141.7ADA","2025-07-15 11:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 11:35:03","7303856455","ADAUSDT","Stop-Limit","BUY","0.7275","109ADA","2025-07-15 11:40:02","0ADA","0","0USDT","CANCELED"
"2025-07-15 11:30:03","7303829152","ADAUSDT","Stop-Limit","BUY","0.7261","84.8ADA","2025-07-15 11:30:27","84.8ADA","0.7261","61.57328USDT","FILLED"
"2025-07-15 11:00:04","7303681601","ADAUSDT","Stop-Limit","BUY","0.7332","110.6ADA","2025-07-15 11:01:44","110.6ADA","0.7332","81.09192USDT","FILLED"
"2025-07-15 10:55:03","7303659617","ADAUSDT","Stop-Limit","BUY","0.7339","85ADA","2025-07-15 11:00:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 10:35:04","7303581944","ADAUSDT","Stop-Limit","SELL","0.7336","104.6ADA","2025-07-15 10:37:42","104.6ADA","0.7336","76.73456USDT","FILLED"
"2025-07-15 09:50:04","7303345328","ADAUSDT","Stop-Limit","SELL","0.7319","530.8ADA","2025-07-15 09:51:36","530.8ADA","0.7319","388.49252USDT","FILLED"
"2025-07-15 09:45:04","7303323887","ADAUSDT","Stop-Limit","SELL","0.7316","408.3ADA","2025-07-15 09:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 09:40:04","7303303619","ADAUSDT","Stop-Limit","SELL","0.7326","323.3ADA","2025-07-15 09:42:42","323.3ADA","0.7326","236.84958USDT","FILLED"
"2025-07-15 09:35:04","7303285143","ADAUSDT","Stop-Limit","SELL","0.731","248.7ADA","2025-07-15 09:40:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 09:30:04","7303258748","ADAUSDT","Stop-Limit","SELL","0.7314","194.6ADA","2025-07-15 09:30:26","194.6ADA","0.7314","142.33044USDT","FILLED"
"2025-07-15 09:25:04","7303237094","ADAUSDT","Stop-Limit","SELL","0.7284","149.7ADA","2025-07-15 09:30:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 09:20:04","7303210282","ADAUSDT","Stop-Limit","SELL","0.7285","116.3ADA","2025-07-15 09:20:12","116.3ADA","0.7285","84.72455USDT","FILLED"
"2025-07-15 08:55:03","7303095468","ADAUSDT","Stop-Limit","SELL","0.7241","261.3ADA","2025-07-15 08:56:39","261.3ADA","0.7241","189.20733USDT","FILLED"
"2025-07-15 08:50:04","7303079885","ADAUSDT","Stop-Limit","SELL","0.7245","204.4ADA","2025-07-15 08:51:45","204.4ADA","0.7245","148.0878USDT","FILLED"
"2025-07-15 08:45:04","7303062178","ADAUSDT","Stop-Limit","SELL","0.7243","157.2ADA","2025-07-15 08:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 08:40:04","7303040593","ADAUSDT","Stop-Limit","SELL","0.722","120.9ADA","2025-07-15 08:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 08:20:04","7302932581","ADAUSDT","Stop-Limit","BUY","0.7179","203.8ADA","2025-07-15 08:22:52","203.8ADA","0.7179","146.30802USDT","FILLED"
"2025-07-15 08:15:04","7302902317","ADAUSDT","Stop-Limit","BUY","0.7196","156.4ADA","2025-07-15 08:20:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 08:05:05","7302862732","ADAUSDT","Stop-Limit","BUY","0.7203","92.4ADA","2025-07-15 08:10:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 08:00:04","7302838914","ADAUSDT","Stop-Limit","BUY","0.7228","70.8ADA","2025-07-15 08:05:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 07:35:04","7302740764","ADAUSDT","Stop-Limit","BUY","0.7237","70.7ADA","2025-07-15 07:40:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 07:15:04","7302661836","ADAUSDT","Stop-Limit","SELL","0.7231","120.1ADA","2025-07-15 07:15:51","120.1ADA","0.7231","86.84431USDT","FILLED"
"2025-07-15 06:55:04","7302579713","ADAUSDT","Stop-Limit","BUY","0.7234","119.6ADA","2025-07-15 06:56:49","119.6ADA","0.7234","86.51864USDT","FILLED"
"2025-07-15 06:50:04","7302560916","ADAUSDT","Stop-Limit","BUY","0.7234","93.2ADA","2025-07-15 06:53:36","93.2ADA","0.7234","67.42088USDT","FILLED"
"2025-07-15 06:45:04","7302541318","ADAUSDT","Stop-Limit","BUY","0.724","71.6ADA","2025-07-15 06:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 05:55:04","7302331477","ADAUSDT","Stop-Limit","BUY","0.7252","160.7ADA","2025-07-15 05:55:12","160.7ADA","0.7252","116.53964USDT","FILLED"
"2025-07-15 05:50:04","7302311732","ADAUSDT","Stop-Limit","BUY","0.7253","123.6ADA","2025-07-15 05:55:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 05:45:04","7302292392","ADAUSDT","Stop-Limit","BUY","0.7263","94.9ADA","2025-07-15 05:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 05:40:04","7302268821","ADAUSDT","Stop-Limit","BUY","0.7259","73.8ADA","2025-07-15 05:40:57","73.8ADA","0.7259","53.57142USDT","FILLED"
"2025-07-15 05:20:03","7302189922","ADAUSDT","Stop-Limit","SELL","0.7283","1659.1ADA","2025-07-15 05:22:09","466.6ADA","0.7283","339.82478USDT","PARTIALLY_FILLED"
"2025-07-15 05:15:04","7302165266","ADAUSDT","Stop-Limit","SELL","0.7296","1427.6ADA","2025-07-15 05:15:21","1427.6ADA","0.7296","1041.57696USDT","FILLED"
"2025-07-15 05:10:04","7302146932","ADAUSDT","Stop-Limit","SELL","0.7295","1098.1ADA","2025-07-15 05:15:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 05:05:06","7302128344","ADAUSDT","Stop-Limit","SELL","0.7272","844.7ADA","2025-07-15 05:10:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 05:00:05","7302110272","ADAUSDT","Stop-Limit","SELL","0.727","649.8ADA","2025-07-15 05:05:04","0ADA","0","0USDT","CANCELED"
"2025-07-15 04:55:04","7302095927","ADAUSDT","Stop-Limit","SELL","0.7268","499.8ADA","2025-07-15 05:00:04","0ADA","0","0USDT","CANCELED"
"2025-07-15 04:50:04","7302075637","ADAUSDT","Stop-Limit","SELL","0.7274","395.8ADA","2025-07-15 04:51:02","395.8ADA","0.7274","287.90492USDT","FILLED"
"2025-07-15 04:45:04","7302051571","ADAUSDT","Stop-Limit","SELL","0.7257","304.4ADA","2025-07-15 04:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 04:40:04","7302028323","ADAUSDT","Stop-Limit","SELL","0.7221","36.9ADA","2025-07-15 04:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 04:35:04","7302003262","ADAUSDT","Stop-Limit","SELL","0.7213","28.3ADA","2025-07-15 04:40:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 04:30:04","7301979969","ADAUSDT","Stop-Limit","SELL","0.7238","22ADA","2025-07-15 04:30:20","22ADA","0.7238","15.9236USDT","FILLED"
"2025-07-15 04:00:05","7301780974","ADAUSDT","Stop-Limit","SELL","0.7152","28.6ADA","2025-07-15 04:05:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 03:55:04","7301756571","ADAUSDT","Stop-Limit","SELL","0.7154","22.2ADA","2025-07-15 03:55:11","22.2ADA","0.7154","15.88188USDT","FILLED"
"2025-07-15 03:20:04","7301464310","ADAUSDT","Stop-Limit","BUY","0.7159","51.1ADA","2025-07-15 03:25:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 03:00:05","7301194965","ADAUSDT","Stop-Limit","SELL","0.7224","29.3ADA","2025-07-15 03:01:42","29.3ADA","0.7224","21.16632USDT","FILLED"
"2025-07-15 02:55:04","7301169314","ADAUSDT","Stop-Limit","SELL","0.7214","22.5ADA","2025-07-15 03:00:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 02:35:04","7301026607","ADAUSDT","Stop-Limit","BUY","0.7217","148.3ADA","2025-07-15 02:36:29","148.3ADA","0.7217","107.02811USDT","FILLED"
"2025-07-15 02:30:04","7300965718","ADAUSDT","Stop-Limit","BUY","0.7209","116.7ADA","2025-07-15 02:32:15","116.7ADA","0.7209","84.12903USDT","FILLED"
"2025-07-15 02:25:04","7300910149","ADAUSDT","Stop-Limit","BUY","0.7228","89.5ADA","2025-07-15 02:30:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 02:20:04","7300844862","ADAUSDT","Stop-Limit","BUY","0.7282","68.4ADA","2025-07-15 02:25:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 02:15:03","7300778801","ADAUSDT","Stop-Limit","BUY","0.7302","52.4ADA","2025-07-15 02:20:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:55:04","7300573332","ADAUSDT","Stop-Limit","SELL","0.7304","34.2ADA","2025-07-15 01:58:00","34.2ADA","0.7304","24.97968USDT","FILLED"
"2025-07-15 01:50:04","7300541019","ADAUSDT","Stop-Limit","SELL","0.7302","26.3ADA","2025-07-15 01:55:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:45:04","7300510188","ADAUSDT","Stop-Limit","SELL","0.7283","20.2ADA","2025-07-15 01:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:25:05","7300375962","ADAUSDT","Stop-Limit","BUY","0.725","202.4ADA","2025-07-15 01:29:51","202.4ADA","0.725","146.74USDT","FILLED"
"2025-07-15 01:20:05","7300325468","ADAUSDT","Stop-Limit","BUY","0.7273","155.2ADA","2025-07-15 01:25:04","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:10:05","7300254468","ADAUSDT","Stop-Limit","BUY","0.7263","91.9ADA","2025-07-15 01:15:04","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:05:05","7300219577","ADAUSDT","Stop-Limit","BUY","0.7287","70.5ADA","2025-07-15 01:10:04","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:04:37","7300217016","ADAUSDT","Stop-Limit","BUY","0.73","54.1ADA","2025-07-15 01:05:04","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:02:43","7300202658","ADAUSDT","Stop-Limit","BUY","0.73","54.1ADA","2025-07-15 01:04:36","0ADA","0","0USDT","CANCELED"
"2025-07-15 01:00:06","7300184885","ADAUSDT","Stop-Limit","BUY","0.73","54.1ADA","2025-07-15 01:02:41","0ADA","0","0USDT","CANCELED"
"2025-07-15 00:40:06","7300051994","ADAUSDT","Stop-Limit","SELL","0.7327","18.4ADA","2025-07-15 00:40:10","18.4ADA","0.7327","13.48168USDT","FILLED"
"2025-07-15 00:20:06","7299950187","ADAUSDT","Stop-Limit","BUY","0.733","54.2ADA","2025-07-15 00:20:10","54.2ADA","0.733","39.7286USDT","FILLED"
"2025-07-14 23:50:06","7299831400","ADAUSDT","Stop-Limit","SELL","0.7341","18ADA","2025-07-14 23:50:42","18ADA","0.7341","13.2138USDT","FILLED"
"2025-07-14 23:30:06","7299755165","ADAUSDT","Stop-Limit","BUY","0.7324","225.6ADA","2025-07-14 23:30:54","225.6ADA","0.7324","165.22944USDT","FILLED"
"2025-07-14 23:25:06","7299738384","ADAUSDT","Stop-Limit","BUY","0.7324","174.4ADA","2025-07-14 23:26:05","174.4ADA","0.7324","127.73056USDT","FILLED"
"2025-07-14 23:20:06","7299720991","ADAUSDT","Stop-Limit","BUY","0.7338","116ADA","2025-07-14 23:25:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 23:15:05","7299701303","ADAUSDT","Stop-Limit","BUY","0.7346","57.9ADA","2025-07-14 23:20:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 22:55:06","7299643649","ADAUSDT","Stop-Limit","SELL","0.7348","56.2ADA","2025-07-14 23:00:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 22:45:05","7299619947","ADAUSDT","Stop-Limit","SELL","0.7353","28.1ADA","2025-07-14 22:50:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 22:40:05","7299607630","ADAUSDT","Stop-Limit","SELL","0.7349","14ADA","2025-07-14 22:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 22:20:05","7299551584","ADAUSDT","Stop-Limit","BUY","0.7349","115.9ADA","2025-07-14 22:25:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 21:55:05","7299466384","ADAUSDT","Stop-Limit","SELL","0.7353","56.2ADA","2025-07-14 22:00:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 21:50:06","7299458442","ADAUSDT","Stop-Limit","SELL","0.7354","43.5ADA","2025-07-14 21:50:55","43.5ADA","0.7354","31.9899USDT","FILLED"
"2025-07-14 21:45:06","7299452873","ADAUSDT","Stop-Limit","SELL","0.7356","29.6ADA","2025-07-14 21:47:02","29.6ADA","0.7356","21.77376USDT","FILLED"
"2025-07-14 21:40:06","7299440916","ADAUSDT","Stop-Limit","SELL","0.7359","14.9ADA","2025-07-14 21:43:22","14.9ADA","0.7359","10.96491USDT","FILLED"
"2025-07-14 21:20:06","7299389700","ADAUSDT","Stop-Limit","BUY","0.734","57.7ADA","2025-07-14 21:25:01","57.7ADA","0.734","42.3518USDT","FILLED"
"2025-07-14 20:55:06","7299283815","ADAUSDT","Stop-Limit","SELL","0.7329","44.4ADA","2025-07-14 20:59:50","44.4ADA","0.7329","32.54076USDT","FILLED"
"2025-07-14 20:50:06","7299256382","ADAUSDT","Stop-Limit","SELL","0.7331","30.2ADA","2025-07-14 20:50:45","30.2ADA","0.7331","22.13962USDT","FILLED"
"2025-07-14 20:45:05","7299237746","ADAUSDT","Stop-Limit","SELL","0.7318","15.1ADA","2025-07-14 20:50:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 20:20:06","7299091830","ADAUSDT","Stop-Limit","BUY","0.7276","57.4ADA","2025-07-14 20:25:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 19:35:05","7298810699","ADAUSDT","Stop-Limit","BUY","0.7325","57ADA","2025-07-14 19:40:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 19:10:06","7298691979","ADAUSDT","Stop-Limit","BUY","0.7358","227.3ADA","2025-07-14 19:15:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 19:05:06","7298665358","ADAUSDT","Stop-Limit","BUY","0.7346","176ADA","2025-07-14 19:05:14","176ADA","0.7346","129.2896USDT","FILLED"
"2025-07-14 19:00:06","7298630881","ADAUSDT","Stop-Limit","BUY","0.7319","120.2ADA","2025-07-14 19:01:17","120.2ADA","0.7319","87.97438USDT","FILLED"
"2025-07-14 18:55:06","7298607658","ADAUSDT","Stop-Limit","BUY","0.7354","59.8ADA","2025-07-14 19:00:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 17:55:06","7298294821","ADAUSDT","Stop-Limit","BUY","0.7383","448.5ADA","2025-07-14 17:56:02","448.5ADA","0.7383","331.12755USDT","FILLED"
"2025-07-14 17:50:06","7298271805","ADAUSDT","Stop-Limit","BUY","0.7389","384.1ADA","2025-07-14 17:55:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 17:45:06","7298241391","ADAUSDT","Stop-Limit","BUY","0.7378","337.4ADA","2025-07-14 17:48:07","337.4ADA","0.7378","248.93372USDT","FILLED"
"2025-07-14 17:40:05","7298213832","ADAUSDT","Stop-Limit","BUY","0.74","269.1ADA","2025-07-14 17:45:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 17:35:05","7298182014","ADAUSDT","Stop-Limit","BUY","0.7414","201.5ADA","2025-07-14 17:40:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 17:30:06","7298153321","ADAUSDT","Stop-Limit","BUY","0.7396","137.4ADA","2025-07-14 17:31:47","137.4ADA","0.7396","101.62104USDT","FILLED"
"2025-07-14 17:25:06","7298126281","ADAUSDT","Stop-Limit","BUY","0.7396","69.3ADA","2025-07-14 17:25:11","69.3ADA","0.7396","51.25428USDT","FILLED"
"2025-07-14 17:06:09","7298034987","ADAUSDT","Stop-Limit","SELL","0.7405","20.2ADA","2025-07-14 17:10:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 17:00:05","7297995515","ADAUSDT","Stop-Limit","SELL","0.744","400ADA","2025-07-14 17:00:20","400ADA","0.744","297.6USDT","FILLED"
"2025-07-14 16:55:04","7297976453","ADAUSDT","Stop-Limit","SELL","0.7436","350ADA","2025-07-14 17:00:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:50:04","7297945205","ADAUSDT","Stop-Limit","SELL","0.7389","300ADA","2025-07-14 16:55:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:45:04","7297912298","ADAUSDT","Stop-Limit","SELL","0.7412","250ADA","2025-07-14 16:45:06","250ADA","0.7412","185.3USDT","FILLED"
"2025-07-14 16:40:04","7297888415","ADAUSDT","Stop-Limit","SELL","0.7393","200ADA","2025-07-14 16:45:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:35:04","7297854659","ADAUSDT","Stop-Limit","SELL","0.7374","150ADA","2025-07-14 16:40:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:30:05","7297822886","ADAUSDT","Stop-Limit","SELL","0.739","100ADA","2025-07-14 16:31:01","100ADA","0.739","73.9USDT","FILLED"
"2025-07-14 16:25:04","7297790156","ADAUSDT","Stop-Limit","SELL","0.7347","50ADA","2025-07-14 16:30:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:07:35","7297629880","ADAUSDT","Stop-Limit","BUY","1","39.2ADA","2025-07-14 16:10:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:07:30","7297628918","ADAUSDT","Stop-Limit","BUY","1","39.2ADA","2025-07-14 16:10:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:05:35","7297607601","ADAUSDT","Stop-Limit","BUY","1","39.2ADA","2025-07-14 16:10:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:05:05","7297602283","ADAUSDT","Stop-Limit","BUY","0.7356","200ADA","2025-07-14 16:10:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:04:35","7297595790","ADAUSDT","Stop-Limit","BUY","1","39.2ADA","2025-07-14 16:05:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:01:56","7297569400","ADAUSDT","Stop-Limit","BUY","1","39.2ADA","2025-07-14 16:05:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:01:53","7297568704","ADAUSDT","Stop-Limit","BUY","1","39.2ADA","2025-07-14 16:05:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 16:00:04","7297549874","ADAUSDT","Stop-Limit","BUY","0.7344","150ADA","2025-07-14 16:00:21","150ADA","0.7344","110.16USDT","FILLED"
"2025-07-14 15:55:04","7297502740","ADAUSDT","Stop-Limit","BUY","0.7332","100ADA","2025-07-14 15:57:06","100ADA","0.7332","73.32USDT","FILLED"
"2025-07-14 15:50:04","7297433279","ADAUSDT","Stop-Limit","BUY","0.7375","50ADA","2025-07-14 15:55:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 15:25:04","7297198674","ADAUSDT","Stop-Limit","BUY","0.7392","100ADA","2025-07-14 15:25:17","100ADA","0.7392","73.92USDT","FILLED"
"2025-07-14 15:20:04","7297150593","ADAUSDT","Stop-Limit","BUY","0.7407","50ADA","2025-07-14 15:25:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 14:50:04","7296842977","ADAUSDT","Stop-Limit","BUY","0.7446","150ADA","2025-07-14 14:53:28","150ADA","0.7446","111.69USDT","FILLED"
"2025-07-14 14:45:05","7296783666","ADAUSDT","Stop-Limit","BUY","0.7442","100ADA","2025-07-14 14:46:56","100ADA","0.7442","74.42USDT","FILLED"
"2025-07-14 14:40:04","7296718381","ADAUSDT","Stop-Limit","BUY","0.7471","50ADA","2025-07-14 14:45:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 14:10:04","7296365999","ADAUSDT","Stop-Limit","SELL","0.7585","200ADA","2025-07-14 14:10:06","200ADA","0.7585","151.7USDT","FILLED"
"2025-07-14 14:05:05","7296330308","ADAUSDT","Stop-Limit","SELL","0.7566","150ADA","2025-07-14 14:10:03","0ADA","0","0USDT","CANCELED"
"2025-07-14 14:00:04","7296279497","ADAUSDT","Stop-Limit","SELL","0.7556","100ADA","2025-07-14 14:05:04","0ADA","0","0USDT","CANCELED"
"2025-07-14 13:55:04","7296227381","ADAUSDT","Stop-Limit","SELL","0.7571","50ADA","2025-07-14 13:57:07","50ADA","0.7571","37.855USDT","FILLED"
